c1,c2,c3,place,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Aabenraa,2059,2110,2141,2082,2144,2055,1985,1884,1779,1556
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Favrskov,1262,1265,1288,1225,1248,1187,1120,1056,987,840
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Hedensted,1351,1329,1369,1337,1317,1307,1313,1211,1129,997
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Horsens,2672,2707,2803,2735,2712,2666,2562,2425,2246,1879
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Norddjurs,1332,1313,1368,1333,1364,1339,1319,1229,1178,994
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Odder,634,643,661,670,670,632,592,583,556,455
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Randers,3213,3352,3424,3292,3345,3176,3114,2972,2700,2299
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Samsø,165,153,159,148,146,119,129,108,117,114
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Silkeborg,2582,2625,2642,2583,2681,2526,2459,2244,2113,1812
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Skanderborg,1354,1428,1392,1378,1451,1354,1301,1215,1160,976
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Syddjurs,1385,1359,1397,1405,1419,1340,1351,1270,1192,1044
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Aarhus,9046,9229,9108,8983,8923,8504,8219,7737,7489,6571
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Herning,2662,2715,2729,2706,2703,2598,2542,2394,2272,1989
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Holstebro,1791,1845,1851,1839,1849,1763,1720,1548,1499,1299
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Ikast-Brande,1273,1331,1327,1352,1396,1354,1377,1228,1202,1075
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Lemvig,662,670,714,725,712,688,696,622,559,475
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Ringkøbing-Skjern,1737,1840,1820,1780,1759,1727,1709,1618,1499,1311
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Skive,1530,1611,1611,1639,1671,1612,1562,1479,1371,1184
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Struer,853,879,880,857,857,857,824,792,730,649
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Viborg,2684,2771,2822,2744,2714,2613,2537,2385,2169,1855
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Brønderslev,1138,1178,1240,1234,1244,1238,1243,1138,1054,903
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Frederikshavn,2249,2271,2355,2348,2406,2340,2245,2120,1994,1675
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Hjørring,2162,2174,2197,2207,2192,2149,2117,2006,1864,1589
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Jammerbugt,1298,1329,1356,1393,1433,1356,1355,1307,1188,1092
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Læsø,72,80,74,75,75,74,75,66,63,66
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Mariagerfjord,1329,1367,1415,1445,1442,1407,1412,1327,1266,1114
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Morsø,737,764,790,822,842,798,801,758,726,636
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Rebild,763,774,806,777,818,826,798,756,710,614
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Thisted,1483,1482,1459,1448,1509,1485,1490,1378,1317,1139
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Vesthimmerlands,1227,1302,1314,1272,1335,1264,1235,1185,1145,971
Families in the group (Number),"300,000 - 399,999 DKK","Couples, total",Aalborg,6491,6678,6794,6744,6856,6684,6558,6207,5739,4869
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",All Denmark,260707,265506,270630,276981,283815,294086,286001,296152,310181,318085
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Copenhagen,36647,37049,37547,37582,38203,38764,35715,37664,39454,39649
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Frederiksberg,6163,6111,6168,6280,6129,6166,5721,5912,6088,6153
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Dragør,534,520,519,550,539,551,530,539,560,575
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Tårnby,2051,2018,2099,2119,2107,2203,2065,2099,2213,2308
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Albertslund,1338,1364,1384,1430,1431,1477,1372,1495,1570,1575
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Ballerup,2360,2395,2427,2477,2541,2655,2613,2680,2884,2991
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Brøndby,1768,1814,1909,1919,1952,2015,1834,1938,2116,2242
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Gentofte,3143,3129,3244,3294,3247,3291,3179,3259,3279,3327
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Gladsaxe,3342,3360,3433,3497,3546,3698,3462,3584,3623,3682
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Glostrup,1320,1369,1355,1374,1351,1418,1299,1365,1481,1486
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Herlev,1437,1471,1441,1474,1537,1557,1587,1585,1687,1691
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Hvidovre,2664,2753,2790,2812,2854,2888,2691,2814,2960,2969
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Høje-Taastrup,2401,2451,2454,2487,2626,2614,2508,2630,2886,3055
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Ishøj,1073,1057,1111,1152,1174,1239,1152,1286,1333,1331
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Lyngby-Taarbæk,2711,2712,2716,2777,2859,2867,2706,2796,2855,2855
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Rødovre,2199,2149,2187,2232,2337,2391,2297,2418,2551,2721
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Vallensbæk,563,540,571,595,622,668,585,640,688,731
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Allerød,779,850,823,858,880,917,877,874,945,948
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Egedal,1247,1295,1309,1372,1467,1503,1476,1526,1687,1720
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Fredensborg,1699,1783,1770,1815,1802,1876,1855,1883,1945,1974
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Frederikssund,2067,2118,2153,2185,2227,2309,2259,2341,2472,2460
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Furesø,1492,1545,1608,1639,1682,1735,1653,1783,1817,1796
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Gribskov,1963,1955,2029,2082,2151,2179,2157,2146,2219,2324
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Halsnæs,1571,1604,1621,1661,1643,1731,1635,1678,1745,1803
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Helsingør,3198,3356,3336,3394,3501,3535,3370,3507,3742,3942
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Hillerød,2344,2384,2374,2397,2406,2424,2423,2601,2678,2744
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Hørsholm,1075,1108,1054,1059,1081,1100,1132,1122,1123,1195
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Rudersdal,2176,2195,2229,2262,2314,2310,2271,2268,2343,2314
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Bornholm,1899,1966,2028,2117,2177,2291,2270,2334,2367,2409
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Greve,1838,1823,1924,1964,2034,2146,2033,2091,2129,2210
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Køge,2676,2814,2728,2732,2839,2896,2861,2945,3127,3300
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Lejre,955,1001,988,1018,1082,1093,1091,1121,1172,1282
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Roskilde,3805,3791,3898,4071,4089,4174,4098,4264,4446,4552
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Solrød,786,778,770,808,840,816,827,853,891,980
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Faxe,1632,1630,1657,1684,1689,1815,1780,1891,1982,2109
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Guldborgsund,2806,2919,3006,3189,3252,3363,3354,3511,3624,3656
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Holbæk,3073,3135,3189,3350,3395,3582,3486,3710,3856,3995
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Kalundborg,2078,2142,2118,2169,2254,2375,2319,2493,2515,2545
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Lolland,1998,2061,2194,2189,2221,2254,2218,2246,2339,2424
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Næstved,3919,4032,4069,4250,4296,4468,4299,4526,4711,4832
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Odsherred,1573,1632,1686,1810,1823,1858,1822,1908,1993,2069
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Ringsted,1623,1661,1734,1729,1775,1854,1821,1826,1978,1989
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Slagelse,3810,3889,4073,4281,4414,4602,4608,4669,4840,4896
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Sorø,1308,1337,1355,1388,1435,1513,1506,1590,1594,1645
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Stevns,911,964,990,1044,1049,1064,1045,1096,1159,1150
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Vordingborg,2140,2183,2273,2359,2462,2536,2465,2557,2698,2774
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Assens,1501,1617,1625,1652,1765,1877,1832,1867,1912,1984
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Faaborg-Midtfyn,2101,2092,2154,2160,2336,2459,2412,2516,2543,2653
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Kerteminde,978,1000,1049,1041,1107,1123,1145,1087,1131,1169
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Langeland,512,557,575,606,610,659,690,725,693,727
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Middelfart,1530,1516,1559,1632,1713,1836,1814,1897,1981,2015
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Nordfyns,1084,1120,1179,1226,1306,1344,1292,1367,1385,1382
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Nyborg,1382,1444,1479,1590,1633,1726,1669,1754,1797,1886
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Odense,8969,9193,9436,9647,9894,10491,10413,10933,11558,12001
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Svendborg,2537,2585,2634,2787,2907,2898,2887,3015,3158,3269
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Ærø,293,286,316,340,341,344,354,374,362,375
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Billund,1059,1060,1027,1079,1067,1152,1096,1145,1188,1251
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Esbjerg,4955,5161,5199,5360,5430,5663,5711,5860,6136,6245
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Fanø,165,155,177,179,183,192,229,217,240,223
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Fredericia,2328,2340,2473,2606,2690,2857,2821,2898,3009,3060
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Haderslev,2284,2329,2413,2469,2557,2696,2809,2916,2985,3155
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Kolding,3697,3772,3897,4111,4191,4449,4370,4357,4668,4927
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Sønderborg,3018,3117,3320,3367,3527,3713,3697,3699,3955,3919
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Tønder,1518,1579,1632,1575,1670,1761,1851,1830,1883,1942
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Varde,1929,2034,2052,2093,2134,2236,2160,2223,2339,2440
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Vejen,1670,1720,1766,1797,1833,1902,1889,1896,1998,2030
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Vejle,4654,4737,4891,5046,5183,5438,5393,5553,5913,5951
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Aabenraa,2398,2525,2642,2657,2801,2899,2929,2876,3032,3077
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Favrskov,1703,1694,1729,1797,1710,1784,1777,1785,1893,1901
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Hedensted,1765,1764,1853,1839,1862,1958,1869,1903,2064,2017
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Horsens,3726,3837,3939,4122,4139,4608,4540,4638,4960,5137
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Norddjurs,1677,1700,1793,1823,1810,1915,1875,1873,1994,2046
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Odder,913,954,984,1034,975,1076,1043,1063,1075,1188
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Randers,4432,4474,4655,4709,4877,5179,4981,5198,5458,5669
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Samsø,186,186,185,196,190,195,206,222,223,233
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Silkeborg,3575,3700,3709,3814,3932,4126,4211,4211,4477,4598
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Skanderborg,2104,2145,2084,2163,2190,2241,2214,2212,2347,2433
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Syddjurs,1807,1783,1756,1847,1951,1992,1933,1960,1994,2092
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Aarhus,16336,16592,17075,17270,17933,18655,17822,19260,20235,21316
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Herning,3462,3666,3730,3858,3915,4011,4084,4114,4337,4528
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Holstebro,2412,2464,2466,2521,2661,2761,2850,2945,2992,3144
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Ikast-Brande,1570,1562,1610,1652,1731,1782,1793,1787,1889,1831
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Lemvig,707,755,741,746,770,816,803,832,839,933
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Ringkøbing-Skjern,2044,2095,2143,2250,2302,2502,2445,2487,2602,2598
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Skive,1899,1957,1991,2043,2164,2217,2331,2349,2492,2542
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Struer,859,849,875,880,926,972,938,972,1058,1057
Families in the group (Number),"300,000 - 399,999 DKK","Single people, total",Viborg,4160,4152,4225,4369,4449,4650,4626,4637,4940,4952
